insee_com,lib_com,niveau_ruralite
64182,Castillon (Canton de Lembeye), Les ruralités productives agricoles
64183,Caubios-Loos, Les ruralités résidentielles aisées
64184,Cescau, Les ruralités résidentielles aisées
64185,Cette-Eygun, Les ruralités touristiques spécialisées
64186,Charre, Les ruralités productives agricoles
64187,Charritte-de-Bas, Les petites polarités mixtes
64188,Chéraute, Les ruralités productives agricoles
64189,Ciboure, Hors champ : DOM ou commune urbaine
64190,Claracq, Les ruralités résidentielles mixtes
64191,Coarraze, Hors champ : DOM ou commune urbaine
64192,Conchez-de-Béarn, Les petites polarités mixtes
64193,Corbère-Abères, Les ruralités productives ouvrières
64194,Coslédaà-Lube-Boast, Les ruralités résidentielles aisées
64195,Coublucq, Les ruralités productives agricoles
64196,Crouseilles, Les ruralités productives agricoles
64197,Cuqueron, Les ruralités résidentielles mixtes
64198,Denguin, Hors champ : DOM ou commune urbaine
64199,Diusse, Les ruralités productives agricoles
64200,Doazon, Les ruralités résidentielles mixtes
64201,Dognen, Les ruralités productives ouvrières
64202,Domezain-Berraute, Les ruralités productives agricoles
64203,Doumy, Les ruralités résidentielles aisées
64204,Eaux-Bonnes, Les ruralités touristiques spécialisées
64205,Escos, Les ruralités productives agricoles
64206,Escot, Les ruralités touristiques spécialisées
64207,Escou, Les ruralités résidentielles aisées
64208,Escoubès, Les ruralités résidentielles aisées
64209,Escout, Les petites polarités industrielles et artisanales
64210,Escurès, Les ruralités productives ouvrières
64211,Eslourenties-Daban, Les ruralités résidentielles aisées
64212,Espéchède, Les ruralités résidentielles mixtes
64213,Espelette, Les ruralités résidentielles mixtes
64214,Espès-Undurein, Les ruralités productives agricoles
64215,Espiute, Les ruralités productives agricoles
64216,Espoey, Les ruralités résidentielles aisées
64217,Esquiule, Les ruralités résidentielles mixtes
64218,Estérençuby, Les ruralités touristiques à dominante résidentielle
64219,Estialescq, Les ruralités résidentielles mixtes
64220,Estos, Hors champ : DOM ou commune urbaine
64221,Etcharry, Les petites polarités industrielles et artisanales
64222,Etchebar, Les ruralités productives agricoles
64223,Etsaut, Les ruralités touristiques à dominante résidentielle
64224,Eysus, Les ruralités productives ouvrières
64225,Ance Féas, Les ruralités productives agricoles
64226,Fichous-Riumayou, Les ruralités résidentielles mixtes
64227,Gabaston, Les ruralités résidentielles aisées
64228,Gabat, Les ruralités productives agricoles
64229,Gamarthe, Les ruralités résidentielles aisées
64230,Gan, Les petites polarités industrielles et artisanales
64231,Garindein, Les petites polarités industrielles et artisanales
64232,Garlède-Mondebat, Les ruralités résidentielles aisées
64233,Garlin, Les petites polarités mixtes
64234,Garos, Les ruralités résidentielles mixtes
64235,Garris, Les petites polarités industrielles et artisanales
64236,Gayon, Les ruralités productives agricoles
64237,Gelos, Hors champ : DOM ou commune urbaine
64238,Ger, Les ruralités résidentielles mixtes
64239,Gerderest, Les ruralités résidentielles aisées
64240,Gère-Bélesten, Les ruralités touristiques à dominante résidentielle
64241,Géronce, Les ruralités productives ouvrières
64242,Gestas, Les ruralités touristiques à dominante résidentielle
64243,Géus-d'Arzacq, Les ruralités résidentielles aisées
64244,Geüs-d'Oloron, Les ruralités résidentielles mixtes
64245,Goès, Hors champ : DOM ou commune urbaine
64246,Gomer, Les ruralités résidentielles aisées
64247,Gotein-Libarrenx, Les petites polarités industrielles et artisanales
64249,Guéthary, Hors champ : DOM ou commune urbaine
64250,Guiche, Les ruralités résidentielles aisées
64251,Guinarthe-Parenties, Les ruralités productives ouvrières
64252,Gurmençon, Hors champ : DOM ou commune urbaine
64253,Gurs, Les petites polarités mixtes
64254,Hagetaubin, Les ruralités productives ouvrières
64255,Halsou, Les ruralités résidentielles aisées
64256,Hasparren, Les petites polarités industrielles et artisanales
64257,Haut-de-Bosdarros, Les ruralités productives ouvrières
64258,Haux, Les ruralités productives agricoles
64259,Hélette, Les ruralités productives ouvrières
64260,Hendaye, Hors champ : DOM ou commune urbaine
64261,Herrère, Les ruralités productives ouvrières
64262,Higuères-Souye, Les ruralités productives ouvrières
64263,L'Hôpital-d'Orion, Les ruralités touristiques à dominante résidentielle
64264,L'Hôpital-Saint-Blaise, Les petites polarités mixtes
64265,Hosta, Les ruralités touristiques à dominante résidentielle
64266,Hours, Les ruralités résidentielles aisées
64267,Ibarrolle, Les ruralités productives agricoles
64268,Idaux-Mendy, Les ruralités productives agricoles
64269,Idron, Hors champ : DOM ou commune urbaine
64270,Igon, Hors champ : DOM ou commune urbaine
64271,Iholdy, Les ruralités productives agricoles
64272,Ilharre, Les ruralités productives agricoles
64273,Irissarry, Les ruralités productives ouvrières
64274,Irouléguy, Les ruralités productives ouvrières
64275,Ispoure, Les petites polarités mixtes
64276,Issor, Les ruralités productives agricoles
64277,Isturits, Les petites polarités mixtes
64279,Itxassou, Hors champ : DOM ou commune urbaine
64280,Izeste, Les ruralités productives agricoles
64281,Jasses, Les ruralités productives agricoles
64282,Jatxou, Les ruralités résidentielles aisées
64283,Jaxu, Les ruralités touristiques à dominante résidentielle
64284,Jurançon, Hors champ : DOM ou commune urbaine
64285,Juxue, Les ruralités productives agricoles
64286,Laà-Mondrans, Les ruralités résidentielles aisées
64287,Laàs, Les ruralités touristiques à dominante résidentielle
64288,Labastide-Cézéracq, Les ruralités résidentielles aisées
64289,La Bastide-Clairence, Les petites polarités mixtes
64290,Labastide-Monréjeau, Les ruralités résidentielles aisées
64291,Labastide-Villefranche, Les ruralités productives agricoles
64292,Labatmale, Les petites polarités mixtes
64293,Labatut-Figuières, Les ruralités productives agricoles
64294,Labets-Biscay, Les ruralités productives agricoles
64295,Labeyrie, Les ruralités résidentielles mixtes
64296,Lacadée, Les ruralités résidentielles aisées
64297,Lacarre, Les ruralités résidentielles aisées
64298,Lacarry-Arhan-Charritte-de-Haut, Les ruralités touristiques spécialisées
64299,Lacommande, Les ruralités productives agricoles
64300,Lacq, Commune dont le périmètre a changé depuis la réalisation de la typologie
64301,Lagor, Les petites polarités mixtes
64302,Lagos, Les ruralités résidentielles mixtes
64303,Laguinge-Restoue, Les ruralités productives agricoles
64304,Lahonce, Hors champ : DOM ou commune urbaine
64305,Lahontan, Les ruralités productives ouvrières
64306,Lahourcade, Les petites polarités mixtes
64307,Lalongue, Les ruralités résidentielles mixtes
64308,Lalonquette, Les ruralités résidentielles mixtes
64309,Lamayou, Les ruralités productives agricoles
64310,Lanne-en-Barétous, Les ruralités touristiques spécialisées
64311,Lannecaube, Les ruralités productives agricoles
64312,Lanneplaà, Les ruralités résidentielles mixtes
64313,Lantabat, Les ruralités productives agricoles
64314,Larceveau-Arros-Cibits, Les ruralités productives agricoles
64315,Laroin, Les petites polarités mixtes
64316,Larrau, Les ruralités touristiques spécialisées
64317,Larressore, Les ruralités résidentielles aisées
64318,Larreule, Les ruralités résidentielles aisées
64319,Larribar-Sorhapuru, Les ruralités productives agricoles
64320,Laruns, Les ruralités touristiques spécialisées
64321,Lasclaveries, Les ruralités résidentielles mixtes
64322,Lasse, Les ruralités résidentielles aisées
64323,Lasserre, Les ruralités productives agricoles
64324,Lasseube, Les ruralités résidentielles mixtes
64325,Lasseubetat, Les ruralités résidentielles mixtes
64326,Lay-Lamidou, Les ruralités productives agricoles
64327,Lecumberry, Les ruralités touristiques spécialisées
64328,Ledeuix, Les ruralités résidentielles mixtes
64329,Lée, Hors champ : DOM ou commune urbaine
64330,Lées-Athas, Les ruralités touristiques à dominante résidentielle
64331,Lembeye, Les petites polarités mixtes
64332,Lème, Les ruralités résidentielles mixtes
64334,Léren, Les ruralités productives agricoles
64335,Lescar, Hors champ : DOM ou commune urbaine
64336,Lescun, Les ruralités touristiques spécialisées
64337,Lespielle, Les ruralités productives agricoles
64338,Lespourcy, Les ruralités résidentielles aisées
64339,Lestelle-Bétharram, Les petites polarités mixtes
64340,Lichans-Sunhar, Les ruralités touristiques à dominante résidentielle
64341,Lichos, Les ruralités productives agricoles
64342,Licq-Athérey, Les ruralités touristiques à dominante résidentielle
64343,Limendous, Les ruralités résidentielles aisées
64344,Livron, Les petites polarités mixtes
64345,Lohitzun-Oyhercq, Les ruralités productives agricoles
64346,Lombia, Les ruralités résidentielles aisées
64347,Lonçon, Les ruralités résidentielles aisées
64348,Lons, Hors champ : DOM ou commune urbaine
64349,Loubieng, Les ruralités résidentielles aisées
64350,Louhossoa, Les ruralités résidentielles mixtes
64351,Lourdios-Ichère, Les ruralités touristiques spécialisées
64352,Lourenties, Les ruralités résidentielles aisées
64353,Louvie-Juzon, Les ruralités productives agricoles
64354,Louvie-Soubiron, Les ruralités touristiques spécialisées
64355,Louvigny, Les ruralités productives ouvrières
64356,Luc-Armau, Les ruralités productives agricoles
64357,Lucarré, Les ruralités productives agricoles
64358,Lucgarier, Les ruralités productives ouvrières
64359,Lucq-de-Béarn, Les ruralités productives agricoles
64360,Lurbe-Saint-Christau, Les ruralités productives agricoles
64361,Lussagnet-Lusson, Les ruralités productives ouvrières
64362,Luxe-Sumberraute, Les ruralités résidentielles aisées
64363,Lys, Les ruralités productives agricoles
64364,Macaye, Les ruralités productives ouvrières
64365,Malaussanne, Les petites polarités mixtes
64366,Mascaraàs-Haron, Les ruralités productives agricoles
64367,Maslacq, Les ruralités résidentielles mixtes
64368,Masparraute, Les petites polarités mixtes
64369,Maspie-Lalonquère-Juillacq, Les petites polarités mixtes
64370,Maucor, Les ruralités résidentielles mixtes
64371,Mauléon-Licharre, Les petites polarités industrielles et artisanales
64372,Maure, Les ruralités résidentielles aisées
64373,Mazères-Lezons, Hors champ : DOM ou commune urbaine
64374,Mazerolles, Les ruralités résidentielles aisées
64375,Méharin, Les ruralités résidentielles aisées
64376,Meillon, Hors champ : DOM ou commune urbaine
64377,Mendionde, Les ruralités résidentielles mixtes
64378,Menditte, Les ruralités productives agricoles
64379,Mendive, Les ruralités touristiques à dominante résidentielle
64380,Méracq, Les ruralités productives agricoles
64381,Méritein, Les ruralités productives agricoles
64382,Mesplède, Les ruralités productives agricoles
64383,Mialos, Les ruralités productives ouvrières
64385,Miossens-Lanusse, Les ruralités résidentielles aisées
64386,Mirepeix, Hors champ : DOM ou commune urbaine
64387,Momas, Les ruralités résidentielles aisées
64388,Momy, Les ruralités productives agricoles
64389,Monassut-Audiracq, Les ruralités résidentielles aisées
64390,Moncaup, Les petites polarités mixtes
64391,Moncayolle-Larrory-Mendibieu, Les ruralités productives agricoles
64392,Moncla, Les ruralités productives ouvrières
64393,Monein, Les petites polarités mixtes
64394,Monpezat, Les ruralités touristiques à dominante résidentielle
64395,Monségur, Les ruralités productives agricoles
64396,Mont, Les petites polarités industrielles et artisanales
64397,Montagut, Les ruralités productives ouvrières
64398,Montaner, Les ruralités productives ouvrières
64399,Montardon, Hors champ : DOM ou commune urbaine
64400,Montaut, Les ruralités résidentielles mixtes
64401,Mont-Disse, Les ruralités résidentielles mixtes
64403,Montfort, Les ruralités productives agricoles
64404,Montory, Les ruralités productives agricoles
64405,Morlaàs, Les petites polarités industrielles et artisanales
64406,Morlanne, Les ruralités résidentielles mixtes
64407,Mouguerre, Hors champ : DOM ou commune urbaine
64408,Mouhous, Les ruralités résidentielles aisées
64409,Moumour, Les ruralités résidentielles mixtes
64410,Mourenx, Hors champ : DOM ou commune urbaine
64411,Musculdy, Les petites polarités industrielles et artisanales
64412,Nabas, Les ruralités productives agricoles
64413,Narcastet, Hors champ : DOM ou commune urbaine
64414,Narp, Les ruralités productives agricoles
64415,Navailles-Angos, Les ruralités résidentielles aisées
64416,Navarrenx, Les petites polarités mixtes
64417,Nay, Hors champ : DOM ou commune urbaine
64418,Noguères, Les petites polarités industrielles et artisanales
64419,Nousty, Les ruralités résidentielles aisées
64420,Ogenne-Camptort, Les ruralités productives agricoles
64421,Ogeu-les-Bains, Les petites polarités industrielles et artisanales
64422,Oloron-Sainte-Marie, Hors champ : DOM ou commune urbaine
64423,Oraàs, Les ruralités productives agricoles
64424,Ordiarp, Les ruralités productives agricoles
64425,Orègue, Les ruralités productives ouvrières
64426,Orin, Les ruralités productives ouvrières
64427,Orion, Les petites polarités mixtes
64428,Orriule, Les ruralités productives agricoles
64429,Orsanco, Les ruralités touristiques à dominante résidentielle
