insee_com,lib_com,niveau_montagne
19168,Pradines,06 - Massif Central
19169,Puy-d'Arnac,06 - Massif Central
19170,Queyssac-les-Vignes,06 - Massif Central
19171,Reygade,06 - Massif Central
19172,Rilhac-Treignac,06 - Massif Central
19173,Rilhac-Xaintrie,06 - Massif Central
19174,La Roche-Canillac,06 - Massif Central
19175,Roche-le-Peyroux,06 - Massif Central
19176,Rosiers-d'Égletons,06 - Massif Central
19177,Rosiers-de-Juillac,06 - Massif Central
19178,Sadroc,06 - Massif Central
19179,Saillac,06 - Massif Central
19180,Saint-Angel,06 - Massif Central
19181,Saint-Augustin,06 - Massif Central
19182,Saint-Aulaire,06 - Massif Central
19184,Saint-Bazile-de-Meyssac,06 - Massif Central
19186,Saint-Bonnet-Elvert,06 - Massif Central
19187,Saint-Bonnet-la-Rivière,06 - Massif Central
19188,Saint-Bonnet-l'Enfantier,06 - Massif Central
19189,Saint-Bonnet-les-Tours-de-Merle,06 - Massif Central
19190,Saint-Bonnet-près-Bort,06 - Massif Central
19191,Saint-Cernin-de-Larche,06 - Massif Central
19192,Saint-Chamant,06 - Massif Central
19193,Saint-Cirgues-la-Loutre,06 - Massif Central
19194,Saint-Clément,06 - Massif Central
19195,Saint-Cyprien,06 - Massif Central
19196,Saint-Cyr-la-Roche,06 - Massif Central
19198,Saint-Éloy-les-Tuileries,06 - Massif Central
19199,Saint-Étienne-aux-Clos,06 - Massif Central
19200,Saint-Étienne-la-Geneste,06 - Massif Central
19201,Saint-Exupéry-les-Roches,06 - Massif Central
19202,Sainte-Féréole,06 - Massif Central
19203,Sainte-Fortunade,06 - Massif Central
19204,Saint-Fréjoux,06 - Massif Central
19205,Saint-Geniez-ô-Merle,06 - Massif Central
19206,Saint-Germain-Lavolps,06 - Massif Central
19207,Saint-Germain-les-Vergnes,06 - Massif Central
19208,Saint-Hilaire-Foissac,06 - Massif Central
19209,Saint-Hilaire-les-Courbes,06 - Massif Central
19210,Saint-Hilaire-Luc,06 - Massif Central
19211,Saint-Hilaire-Peyroux,06 - Massif Central
19212,Saint-Hilaire-Taurieux,06 - Massif Central
19213,Saint-Jal,06 - Massif Central
19214,Saint-Julien-aux-Bois,06 - Massif Central
19215,Saint-Julien-le-Pèlerin,06 - Massif Central
19216,Saint-Julien-le-Vendômois,06 - Massif Central
19217,Saint-Julien-Maumont,06 - Massif Central
19219,Sainte-Marie-Lapanouze,06 - Massif Central
19220,Saint-Martial-de-Gimel,06 - Massif Central
19221,Saint-Martial-Entraygues,06 - Massif Central
19222,Saint-Martin-la-Méanne,06 - Massif Central
19225,Saint-Merd-de-Lapleau,06 - Massif Central
19226,Saint-Merd-les-Oussines,06 - Massif Central
19227,Saint-Mexant,06 - Massif Central
19228,Saint-Pantaléon-de-Lapleau,06 - Massif Central
19229,Saint-Pantaléon-de-Larche,06 - Massif Central
19231,Saint-Pardoux-la-Croisille,06 - Massif Central
19232,Saint-Pardoux-le-Neuf,06 - Massif Central
19233,Saint-Pardoux-le-Vieux,06 - Massif Central
19234,Saint-Pardoux-l'Ortigier,06 - Massif Central
19235,Saint-Paul,06 - Massif Central
19236,Saint-Priest-de-Gimel,06 - Massif Central
19237,Saint-Privat,06 - Massif Central
19238,Saint-Rémy,06 - Massif Central
19239,Saint-Robert,06 - Massif Central
19240,Saint-Salvadour,06 - Massif Central
19241,Saint-Setiers,06 - Massif Central
19242,Saint-Solve,06 - Massif Central
19243,Saint-Sornin-Lavolps,06 - Massif Central
19244,Saint-Sulpice-les-Bois,06 - Massif Central
19245,Saint-Sylvain,06 - Massif Central
19246,Saint-Viance,06 - Massif Central
19247,Saint-Victour,06 - Massif Central
19248,Les Trois-Saints,06 - Massif Central
19249,Saint-Yrieix-le-Déjalat,06 - Massif Central
19250,Salon-la-Tour,06 - Massif Central
19251,Sarran,06 - Massif Central
19252,Sarroux - Saint Julien,06 - Massif Central
19253,Segonzac,06 - Massif Central
19254,Ségur-le-Château,06 - Massif Central
19255,Seilhac,06 - Massif Central
19256,Sérandon,06 - Massif Central
19257,Sérilhac,06 - Massif Central
19258,Servières-le-Château,06 - Massif Central
19259,Sexcles,06 - Massif Central
19260,Sioniac,06 - Massif Central
19261,Sornac,06 - Massif Central
19262,Soudaine-Lavinadière,06 - Massif Central
19263,Soudeilles,06 - Massif Central
19264,Soursac,06 - Massif Central
19265,Tarnac,06 - Massif Central
19266,Thalamy,06 - Massif Central
19268,Toy-Viam,06 - Massif Central
19269,Treignac,06 - Massif Central
19270,Troche,06 - Massif Central
19271,Tudeils,06 - Massif Central
19272,Tulle,06 - Massif Central
19273,Turenne,06 - Massif Central
19274,Ussac,06 - Massif Central
19275,Ussel,06 - Massif Central
19276,Uzerche,06 - Massif Central
19277,Valiergues,06 - Massif Central
19278,Varetz,06 - Massif Central
19279,Vars-sur-Roseix,06 - Massif Central
19280,Végennes,06 - Massif Central
19281,Veix,06 - Massif Central
19283,Veyrières,06 - Massif Central
19284,Viam,06 - Massif Central
19285,Vigeois,06 - Massif Central
19286,Vignols,06 - Massif Central
19287,Vitrac-sur-Montane,06 - Massif Central
19288,Voutezac,06 - Massif Central
19289,Yssandon,06 - Massif Central
21007,Aisy-sous-Thil,06 - Massif Central
21046,Bard-le-Régulier,06 - Massif Central
21083,Blanot,06 - Massif Central
21101,Braux,06 - Massif Central
21102,Brazey-en-Morvan,06 - Massif Central
21108,Brianny,06 - Massif Central
21124,Censerey,06 - Massif Central
21139,Champeau-en-Morvan,06 - Massif Central
21177,Clamerey,06 - Massif Central
21229,Diancey,06 - Massif Central
21232,Dompierre-en-Morvan,06 - Massif Central
21272,Le Val-Larrey,06 - Massif Central
21280,Fontangy,06 - Massif Central
21328,Juillenay,06 - Massif Central
21335,Lacour-d'Arcenay,06 - Massif Central
21349,Liernais,06 - Massif Central
21375,Manlay,06 - Massif Central
21379,Marcheseuil,06 - Massif Central
21380,Marcigny-sous-Thil,06 - Massif Central
21403,Ménessaire,06 - Massif Central
21417,Missery,06 - Massif Central
21422,Molphey,06 - Massif Central
21430,Montigny-Saint-Barthélemy,06 - Massif Central
21434,Montlay-en-Auxois,06 - Massif Central
21445,La Motte-Ternant,06 - Massif Central
21449,Nan-sous-Thil,06 - Massif Central
21457,Noidan,06 - Massif Central
21463,Normier,06 - Massif Central
21505,Précy-sous-Thil,06 - Massif Central
21525,La Roche-en-Brenil,06 - Massif Central
21529,Roilly,06 - Massif Central
21531,Rouvray,06 - Massif Central
21538,Saint-Andeux,06 - Massif Central
21546,Saint-Didier,06 - Massif Central
21548,Saint-Germain-de-Modéon,06 - Massif Central
21560,Saint-Martin-de-la-Mer,06 - Massif Central
21584,Saulieu,06 - Massif Central
21593,Savilly,06 - Massif Central
21608,Sincey-lès-Rouvray,06 - Massif Central
21615,Sussey,06 - Massif Central
21629,Thoisy-la-Berchère,06 - Massif Central
21635,Thoste,06 - Massif Central
21675,Vianges,06 - Massif Central
21678,Vic-sous-Thil,06 - Massif Central
21687,Villargoix,06 - Massif Central
21703,Villiers-en-Morvan,06 - Massif Central
23001,Ahun,06 - Massif Central
23002,Ajain,06 - Massif Central
23003,Alleyrat,06 - Massif Central
23004,Anzême,06 - Massif Central
23005,Arfeuille-Châtain,06 - Massif Central
23006,Arrènes,06 - Massif Central
23007,Ars,06 - Massif Central
23008,Aubusson,06 - Massif Central
23009,Auge,06 - Massif Central
23010,Augères,06 - Massif Central
23011,Aulon,06 - Massif Central
23012,Auriat,06 - Massif Central
23013,Auzances,06 - Massif Central
23014,Azat-Châtenet,06 - Massif Central
23015,Azerables,06 - Massif Central
23016,Banize,06 - Massif Central
23017,Basville,06 - Massif Central
23018,Bazelat,06 - Massif Central
23019,Beissat,06 - Massif Central
23020,Bellegarde-en-Marche,06 - Massif Central
23021,Bénévent-l'Abbaye,06 - Massif Central
23022,Bétête,06 - Massif Central
23024,Blessac,06 - Massif Central
23025,Bonnat,06 - Massif Central
23026,Bord-Saint-Georges,06 - Massif Central
23027,Bosmoreau-les-Mines,06 - Massif Central
23028,Bosroger,06 - Massif Central
23029,Le Bourg-d'Hem,06 - Massif Central
23030,Bourganeuf,06 - Massif Central
23031,Boussac,06 - Massif Central
23032,Boussac-Bourg,06 - Massif Central
23033,La Brionne,06 - Massif Central
23034,Brousse,06 - Massif Central
23035,Budelière,06 - Massif Central
23036,Bussière-Dunoise,06 - Massif Central
23037,Bussière-Nouvelle,06 - Massif Central
23038,Bussière-Saint-Georges,06 - Massif Central
23039,La Celle-Dunoise,06 - Massif Central
23040,La Celle-sous-Gouzon,06 - Massif Central
23041,La Cellette,06 - Massif Central
23042,Ceyroux,06 - Massif Central
23043,Chamberaud,06 - Massif Central
23044,Chambon-Sainte-Croix,06 - Massif Central
23045,Chambon-sur-Voueize,06 - Massif Central
23046,Chambonchard,06 - Massif Central
23047,Chamborand,06 - Massif Central
23048,Champagnat,06 - Massif Central
23049,Champsanglard,06 - Massif Central
23050,La Chapelle-Baloue,06 - Massif Central
23051,La Chapelle-Saint-Martial,06 - Massif Central
23052,La Chapelle-Taillefert,06 - Massif Central
23053,Chard,06 - Massif Central
23054,Charron,06 - Massif Central
23055,Châtelard,06 - Massif Central
23056,Châtelus-le-Marcheix,06 - Massif Central
23057,Châtelus-Malvaleix,06 - Massif Central
23058,Le Chauchet,06 - Massif Central
23059,La Chaussade,06 - Massif Central
23060,Chavanat,06 - Massif Central
23061,Chénérailles,06 - Massif Central
23062,Chéniers,06 - Massif Central
23063,Clairavaux,06 - Massif Central
23064,Clugnat,06 - Massif Central
23065,Colondannes,06 - Massif Central
23066,Le Compas,06 - Massif Central
23067,La Courtine,06 - Massif Central
23068,Cressat,06 - Massif Central
23069,Crocq,06 - Massif Central
23070,Crozant,06 - Massif Central
23071,Croze,06 - Massif Central
23072,Domeyrot,06 - Massif Central
23073,Dontreix,06 - Massif Central
23074,Le Donzeil,06 - Massif Central
23075,Dun-le-Palestel,06 - Massif Central
23076,Évaux-les-Bains,06 - Massif Central
23077,Faux-la-Montagne,06 - Massif Central
23078,Faux-Mazuras,06 - Massif Central
23079,Felletin,06 - Massif Central
23080,Féniers,06 - Massif Central
23081,Flayat,06 - Massif Central
23082,Fleurat,06 - Massif Central
23083,Fontanières,06 - Massif Central
23084,La Forêt-du-Temple,06 - Massif Central
23086,Fransèches,06 - Massif Central
23087,Fresselines,06 - Massif Central
23088,Gartempe,06 - Massif Central
23089,Genouillac,06 - Massif Central
23090,Gentioux-Pigerolles,06 - Massif Central
23091,Gioux,06 - Massif Central
23092,Glénic,06 - Massif Central
23093,Gouzon,06 - Massif Central
23095,Le Grand-Bourg,06 - Massif Central
23096,Guéret,06 - Massif Central
23097,Issoudun-Létrieix,06 - Massif Central
23098,Jalesches,06 - Massif Central
23099,Janaillat,06 - Massif Central
23100,Jarnages,06 - Massif Central
23101,Jouillat,06 - Massif Central
23102,Ladapeyre,06 - Massif Central
23103,Lafat,06 - Massif Central
23104,Lavaufranche,06 - Massif Central
23105,Lavaveix-les-Mines,06 - Massif Central
23106,Lépaud,06 - Massif Central
23107,Lépinas,06 - Massif Central
23108,Leyrat,06 - Massif Central
23109,Linard-Malval,06 - Massif Central
23110,Lioux-les-Monges,06 - Massif Central
23111,Lizières,06 - Massif Central
23112,Lourdoueix-Saint-Pierre,06 - Massif Central
23113,Lupersat,06 - Massif Central
23114,Lussat,06 - Massif Central
23115,Magnat-l'Étrange,06 - Massif Central
23116,Mainsat,06 - Massif Central
23117,Maison-Feyne,06 - Massif Central
23118,Maisonnisses,06 - Massif Central
23119,Malleret,06 - Massif Central
23120,Malleret-Boussac,06 - Massif Central
23122,Mansat-la-Courrière,06 - Massif Central
23123,Les Mars,06 - Massif Central
23124,Marsac,06 - Massif Central
23125,Le Mas-d'Artige,06 - Massif Central
23127,Mautes,06 - Massif Central
23128,Mazeirat,06 - Massif Central
23129,La Mazière-aux-Bons-Hommes,06 - Massif Central
23130,Méasnes,06 - Massif Central
23131,Mérinchal,06 - Massif Central
23132,Montaigut-le-Blanc,06 - Massif Central
23133,Montboucher,06 - Massif Central
23134,Le Monteil-au-Vicomte,06 - Massif Central
23136,Mortroux,06 - Massif Central
23137,Mourioux-Vieilleville,06 - Massif Central
23138,Moutier-d'Ahun,06 - Massif Central
23139,Moutier-Malcard,06 - Massif Central
23140,Moutier-Rozeille,06 - Massif Central
23141,Naillat,06 - Massif Central
23142,Néoux,06 - Massif Central
23143,Noth,06 - Massif Central
23144,La Nouaille,06 - Massif Central
23145,Nouhant,06 - Massif Central
23146,Nouzerines,06 - Massif Central
23147,Nouzerolles,06 - Massif Central
23148,Nouziers,06 - Massif Central
23149,Parsac,06 - Massif Central
23150,Peyrabout,06 - Massif Central
23151,Peyrat-la-Nonière,06 - Massif Central
23152,Pierrefitte,06 - Massif Central
23154,Pionnat,06 - Massif Central
23155,Pontarion,06 - Massif Central
23156,Pontcharraud,06 - Massif Central
23157,La Pouge,06 - Massif Central
23158,Poussanges,06 - Massif Central
23159,Puy-Malsignat,06 - Massif Central
23160,Reterre,06 - Massif Central
23162,Roches,06 - Massif Central
23164,Rougnat,06 - Massif Central
23165,Royère-de-Vassivière,06 - Massif Central
23166,Sagnat,06 - Massif Central
23167,Sannat,06 - Massif Central
23168,Sardent,06 - Massif Central
23169,La Saunière,06 - Massif Central
23170,Savennes,06 - Massif Central
23171,Sermur,06 - Massif Central
23172,La Serre-Bussière-Vieille,06 - Massif Central
23173,Soubrebost,06 - Massif Central
23174,Soumans,06 - Massif Central
23175,Sous-Parsat,06 - Massif Central
23176,La Souterraine,06 - Massif Central
23177,Saint-Agnant-de-Versillat,06 - Massif Central
23178,Saint-Agnant-près-Crocq,06 - Massif Central
23179,Saint-Alpinien,06 - Massif Central
23180,Saint-Amand,06 - Massif Central
23181,Saint-Amand-Jartoudeix,06 - Massif Central
23182,Saint-Avit-de-Tardes,06 - Massif Central
23183,Saint-Avit-le-Pauvre,06 - Massif Central
23184,Saint-Bard,06 - Massif Central
23185,Saint-Chabrais,06 - Massif Central
23186,Saint-Christophe,06 - Massif Central
23187,Saint-Dizier-la-Tour,06 - Massif Central
23188,Saint-Dizier-les-Domaines,06 - Massif Central
23189,Saint-Dizier-Masbaraud,06 - Massif Central
23190,Saint-Domet,06 - Massif Central
23191,Saint-Éloi,06 - Massif Central
23192,Fursac,06 - Massif Central
23193,Sainte-Feyre,06 - Massif Central
23194,Sainte-Feyre-la-Montagne,06 - Massif Central
23195,Saint-Fiel,06 - Massif Central
23196,Saint-Frion,06 - Massif Central
23197,Saint-Georges-la-Pouge,06 - Massif Central
23198,Saint-Georges-Nigremont,06 - Massif Central
23199,Saint-Germain-Beaupré,06 - Massif Central
23200,Saint-Goussaud,06 - Massif Central
23201,Saint-Hilaire-la-Plaine,06 - Massif Central
23202,Saint-Hilaire-le-Château,06 - Massif Central
23203,Saint-Julien-la-Genête,06 - Massif Central
23204,Saint-Julien-le-Châtel,06 - Massif Central
23205,Saint-Junien-la-Bregère,06 - Massif Central
23206,Saint-Laurent,06 - Massif Central
23207,Saint-Léger-Bridereix,06 - Massif Central
23208,Saint-Léger-le-Guérétois,06 - Massif Central
23209,Saint-Loup,06 - Massif Central
23210,Saint-Maixant,06 - Massif Central
23211,Saint-Marc-à-Frongier,06 - Massif Central
23212,Saint-Marc-à-Loubaud,06 - Massif Central
23213,Saint-Marien,06 - Massif Central
23214,Saint-Martial-le-Mont,06 - Massif Central
23215,Saint-Martial-le-Vieux,06 - Massif Central
23216,Saint-Martin-Château,06 - Massif Central
23217,Saint-Martin-Sainte-Catherine,06 - Massif Central
23218,Saint-Maurice-près-Crocq,06 - Massif Central
23219,Saint-Maurice-la-Souterraine,06 - Massif Central
23220,Saint-Médard-la-Rochette,06 - Massif Central
23221,Saint-Merd-la-Breuille,06 - Massif Central
23222,Saint-Michel-de-Veisse,06 - Massif Central
23223,Saint-Moreil,06 - Massif Central
23224,Saint-Oradoux-de-Chirouze,06 - Massif Central
23225,Saint-Oradoux-près-Crocq,06 - Massif Central
23226,Saint-Pardoux-d'Arnet,06 - Massif Central
23227,Saint-Pardoux-Morterolles,06 - Massif Central
23228,Saint-Pardoux-le-Neuf,06 - Massif Central
23229,Saint-Pardoux-les-Cards,06 - Massif Central
23230,Saint-Pierre-Chérignat,06 - Massif Central
23232,Saint-Pierre-Bellevue,06 - Massif Central
23233,Saint-Pierre-le-Bost,06 - Massif Central
23234,Saint-Priest,06 - Massif Central
23235,Saint-Priest-la-Feuille,06 - Massif Central
23236,Saint-Priest-la-Plaine,06 - Massif Central
23237,Saint-Priest-Palus,06 - Massif Central
23238,Saint-Quentin-la-Chabanne,06 - Massif Central
23239,Saint-Sébastien,06 - Massif Central
23240,Saint-Silvain-Bas-le-Roc,06 - Massif Central
23241,Saint-Silvain-Bellegarde,06 - Massif Central
23242,Saint-Silvain-Montaigut,06 - Massif Central
23243,Saint-Silvain-sous-Toulx,06 - Massif Central
23244,Saint-Sulpice-le-Dunois,06 - Massif Central
23245,Saint-Sulpice-le-Guérétois,06 - Massif Central
23246,Saint-Sulpice-les-Champs,06 - Massif Central
23247,Saint-Vaury,06 - Massif Central
23248,Saint-Victor-en-Marche,06 - Massif Central
23249,Saint-Yrieix-la-Montagne,06 - Massif Central
23250,Saint-Yrieix-les-Bois,06 - Massif Central
23251,Tardes,06 - Massif Central
23252,Tercillat,06 - Massif Central
23253,Thauron,06 - Massif Central
23254,Toulx-Sainte-Croix,06 - Massif Central
23255,Trois-Fonds,06 - Massif Central
23257,Vallière,06 - Massif Central
23258,Vareilles,06 - Massif Central
23259,Verneiges,06 - Massif Central
23260,Vidaillat,06 - Massif Central
23261,Viersat,06 - Massif Central
23262,Vigeville,06 - Massif Central
23263,Villard,06 - Massif Central
23264,La Villedieu,06 - Massif Central
23265,La Villeneuve,06 - Massif Central
23266,La Villetelle,06 - Massif Central
25002,Abbans-Dessus,02 - Massif du Jura
25004,Abbévillers,02 - Massif du Jura
25006,Adam-lès-Passavant,02 - Massif du Jura
25007,Adam-lès-Vercel,02 - Massif du Jura
25009,Aïssey,02 - Massif du Jura
25012,Les Alliés,02 - Massif du Jura
25015,Amancey,02 - Massif du Jura
25016,Amathay-Vésigneux,02 - Massif du Jura
25017,Amondans,02 - Massif du Jura
25018,Anteuil,02 - Massif du Jura
25024,Arçon,02 - Massif du Jura
25025,Arc-sous-Cicon,02 - Massif du Jura
25026,Arc-sous-Montenot,02 - Massif du Jura
25029,Aubonne,02 - Massif du Jura
25033,Autechaux-Roide,02 - Massif du Jura
25039,Avoudrey,02 - Massif du Jura
25041,Bannans,02 - Massif du Jura
25042,Le Barboux,02 - Massif du Jura
25044,Bartherans,02 - Massif du Jura
25046,Battenans-Varin,02 - Massif du Jura
25047,Baume-les-Dames,02 - Massif du Jura
25049,Belfays,02 - Massif du Jura
25050,Le Bélieu,02 - Massif du Jura
25051,Belleherbe,02 - Massif du Jura
25052,Belmont,02 - Massif du Jura
25053,Belvoir,02 - Massif du Jura
25054,Berche,02 - Massif du Jura
25058,Beure,02 - Massif du Jura
25060,Val-d'Usiers,02 - Massif du Jura
25061,Bief,02 - Massif du Jura
25062,Le Bizot,02 - Massif du Jura
25063,Blamont,02 - Massif du Jura
25070,Bolandoz,02 - Massif du Jura
25071,Bondeval,02 - Massif du Jura
25074,Bonnétage,02 - Massif du Jura
25075,Bonnevaux,02 - Massif du Jura
25077,La Bosse,02 - Massif du Jura
25078,Bouclans,02 - Massif du Jura
25079,Boujailles,02 - Massif du Jura
25082,Bourguignon,02 - Massif du Jura
25085,Bouverans,02 - Massif du Jura
25089,Bremondans,02 - Massif du Jura
25091,Les Bréseux,02 - Massif du Jura
25094,Bretigney-Notre-Dame,02 - Massif du Jura
25095,Bretonvillers,02 - Massif du Jura
25096,Brey-et-Maison-du-Bois,02 - Massif du Jura
25099,Bugny,02 - Massif du Jura
25100,Bulle,02 - Massif du Jura
25102,Burnevillers,02 - Massif du Jura
25103,Busy,02 - Massif du Jura
25104,By,02 - Massif du Jura
25106,Cademène,02 - Massif du Jura
25108,Cernay-l'Église,02 - Massif du Jura
25109,Cessey,02 - Massif du Jura
25110,Chaffois,02 - Massif du Jura
25113,Chamesey,02 - Massif du Jura
25114,Chamesol,02 - Massif du Jura
25116,Champlive,02 - Massif du Jura
25120,Chantrans,02 - Massif du Jura
25121,Chapelle-des-Bois,02 - Massif du Jura
25122,Chapelle-d'Huin,02 - Massif du Jura
25124,Charmauvillers,02 - Massif du Jura
25125,Charmoille,02 - Massif du Jura
25126,Charnay,02 - Massif du Jura
25127,Charquemont,02 - Massif du Jura
25129,Chassagne-Saint-Denis,02 - Massif du Jura
25130,Châteauvieux-les-Fossés,02 - Massif du Jura
25131,Châtelblanc,02 - Massif du Jura
25138,Les Terres-de-Chaux,02 - Massif du Jura
25139,La Chaux,02 - Massif du Jura
25141,Chaux-lès-Passavant,02 - Massif du Jura
25142,Chaux-Neuve,02 - Massif du Jura
25145,Chazot,02 - Massif du Jura
25148,La Chenalotte,02 - Massif du Jura
25149,Chenecey-Buillon,02 - Massif du Jura
25151,Chevigney-lès-Vercel,02 - Massif du Jura
25152,La Chevillotte,02 - Massif du Jura
25154,Chouzelot,02 - Massif du Jura
25155,Cléron,02 - Massif du Jura
25156,Pays-de-Clerval,02 - Massif du Jura
25157,La Cluse-et-Mijoux,02 - Massif du Jura
25159,Colombier-Fontaine,02 - Massif du Jura
25160,Les Combes,02 - Massif du Jura
25161,Consolation-Maisonnettes,02 - Massif du Jura
25166,Côtebrune,02 - Massif du Jura
25171,Courcelles,02 - Massif du Jura
25173,Cour-Saint-Maurice,02 - Massif du Jura
25174,Courtefontaine,02 - Massif du Jura
25175,Courtetain-et-Salans,02 - Massif du Jura
25176,Courvières,02 - Massif du Jura
25177,Crosey-le-Grand,02 - Massif du Jura
25178,Crosey-le-Petit,02 - Massif du Jura
25179,Le Crouzet,02 - Massif du Jura
25180,Crouzet-Migette,02 - Massif du Jura
25183,Cusance,02 - Massif du Jura
25185,Cussey-sur-Lison,02 - Massif du Jura
25187,Dambelin,02 - Massif du Jura
25189,Dammartin-les-Templiers,02 - Massif du Jura
25191,Dampierre-sur-le-Doubs,02 - Massif du Jura
25192,Dampjoux,02 - Massif du Jura
25193,Damprichard,02 - Massif du Jura
25194,Dannemarie,02 - Massif du Jura
25199,Déservillers,02 - Massif du Jura
25201,Dommartin,02 - Massif du Jura
25202,Dompierre-les-Tilleuls,02 - Massif du Jura
25203,Domprel,02 - Massif du Jura
25204,Doubs,02 - Massif du Jura
25208,Durnes,02 - Massif du Jura
25209,Échay,02 - Massif du Jura
25211,Échevannes,02 - Massif du Jura
25213,Les Écorces,02 - Massif du Jura
25214,Écot,02 - Massif du Jura
25216,Écurcey,02 - Massif du Jura
25218,Épenouse,02 - Massif du Jura
25219,Épenoy,02 - Massif du Jura
25220,Épeugney,02 - Massif du Jura
25221,Esnans,02 - Massif du Jura
25222,Étalans,02 - Massif du Jura
25223,Éternoz-Vallée-du-Lison,02 - Massif du Jura
25224,Étouvans,02 - Massif du Jura
25227,Étray,02 - Massif du Jura
25229,Évillers,02 - Massif du Jura
25231,Eysson,02 - Massif du Jura
25233,Fallerans,02 - Massif du Jura
25234,Ferrières-le-Lac,02 - Massif du Jura
25236,Fertans,02 - Massif du Jura
25238,Fessevillers,02 - Massif du Jura
25239,Feule,02 - Massif du Jura
25240,Les Fins,02 - Massif du Jura
25241,Flagey,02 - Massif du Jura
25243,Flangebouche,02 - Massif du Jura
25244,Fleurey,02 - Massif du Jura
25245,Fontain,02 - Massif du Jura
25248,Les Fontenelles,02 - Massif du Jura
25252,Fourcatier-et-Maison-Neuve,02 - Massif du Jura
25254,Les Fourgs,02 - Massif du Jura
25255,Fournet-Blancheroche,02 - Massif du Jura
25256,Frambouhans,02 - Massif du Jura
25259,Frasne,02 - Massif du Jura
25261,Froidevaux,02 - Massif du Jura
25262,Fuans,02 - Massif du Jura
25263,Gellin,02 - Massif du Jura
25267,Gennes,02 - Massif du Jura
25268,Germéfontaine,02 - Massif du Jura
25270,Gevresin,02 - Massif du Jura
25271,Gilley,02 - Massif du Jura
25273,Glamondans,02 - Massif du Jura
25274,Glay,02 - Massif du Jura
25275,Glère,02 - Massif du Jura
25278,Gonsans,02 - Massif du Jura
25280,Goumois,02 - Massif du Jura
25281,Goux-lès-Dambelin,02 - Massif du Jura
25283,Goux-sous-Landet,02 - Massif du Jura
25285,Grand'Combe-Châteleu,02 - Massif du Jura
25286,Grand'Combe-des-Bois,02 - Massif du Jura
25288,Fournets-Luisans,02 - Massif du Jura
25289,Grandfontaine-sur-Creuse,02 - Massif du Jura
25290,La Grange,02 - Massif du Jura
25293,Granges-Narboz,02 - Massif du Jura
25295,Les Grangettes,02 - Massif du Jura
25296,Les Gras,02 - Massif du Jura
25299,Guillon-les-Bains,02 - Massif du Jura
25300,Guyans-Durnes,02 - Massif du Jura
25301,Guyans-Vennes,02 - Massif du Jura
25304,Hérimoncourt,02 - Massif du Jura
25305,L'Hôpital-du-Grosbois,02 - Massif du Jura
25307,Les Hôpitaux-Neufs,02 - Massif du Jura
25308,Les Hôpitaux-Vieux,02 - Massif du Jura
25309,Houtaud,02 - Massif du Jura
25311,Hyémondans,02 - Massif du Jura
25312,Hyèvre-Magny,02 - Massif du Jura
25314,Indevillers,02 - Massif du Jura
25318,Jougne,02 - Massif du Jura
25320,Labergement-Sainte-Marie,02 - Massif du Jura
25321,Villers-le-Lac,02 - Massif du Jura
25323,Laissey,02 - Massif du Jura
25324,Lanans,02 - Massif du Jura
25325,Landresse,02 - Massif du Jura
25327,Lanthenans,02 - Massif du Jura
25328,Larnod,02 - Massif du Jura
25329,Laval-le-Prieuré,02 - Massif du Jura
25331,Lavans-Vuillafans,02 - Massif du Jura
25333,Laviron,02 - Massif du Jura
25334,Levier,02 - Massif du Jura
25335,Liebvillers,02 - Massif du Jura
25338,Lizine,02 - Massif du Jura
25339,Lods,02 - Massif du Jura
25341,Lomont-sur-Crête,02 - Massif du Jura
25342,Longechaux,02 - Massif du Jura
25343,Longemaison,02 - Massif du Jura
25344,Longevelle-lès-Russey,02 - Massif du Jura
25346,Longeville,02 - Massif du Jura
25348,Longevilles-Mont-d'Or,02 - Massif du Jura
25349,Loray,02 - Massif du Jura
25351,Le Luhier,02 - Massif du Jura
25355,Magny-Châtelard,02 - Massif du Jura
25356,Maîche,02 - Massif du Jura
25357,Maisons-du-Bois-Lièvremont,02 - Massif du Jura
25359,Malans,02 - Massif du Jura
25360,Malbrans,02 - Massif du Jura
25361,Malbuisson,02 - Massif du Jura
25362,Malpas,02 - Massif du Jura
25364,Mamirolle,02 - Massif du Jura
25366,Mancenans-Lizerne,02 - Massif du Jura
25370,Mathay,02 - Massif du Jura
25373,Le Mémont,02 - Massif du Jura
25375,Les Monts-Ronds,02 - Massif du Jura
25378,Meslières,02 - Massif du Jura
25380,Métabief,02 - Massif du Jura
25386,Montancy,02 - Massif du Jura
25387,Montandon,02 - Massif du Jura
25389,Montbéliardot,02 - Massif du Jura
25390,Pays-de-Montbenoît,02 - Massif du Jura
25391,Mont-de-Laval,02 - Massif du Jura
25392,Mont-de-Vougney,02 - Massif du Jura
25393,Montécheroux,02 - Massif du Jura
25395,Montfaucon,02 - Massif du Jura
25400,Montgesoye,02 - Massif du Jura
25401,Montivernage,02 - Massif du Jura
25402,Montjoie-le-Château,02 - Massif du Jura
25403,Montlebon,02 - Massif du Jura
25404,Montmahoux,02 - Massif du Jura
25405,Montperreux,02 - Massif du Jura
25406,Montrond-le-Château,02 - Massif du Jura
25410,Morre,02 - Massif du Jura
25411,Morteau,02 - Massif du Jura
25413,Mouthe,02 - Massif du Jura
25415,Mouthier-Haute-Pierre,02 - Massif du Jura
