insee_com,lib_com,niveau_densite
17303,La Ronde,Bourgs ruraux
17304,Rouffiac,Rural à habitat dispersé
17305,Rouffignac,Rural à habitat très dispersé
17306,Royan,Centres urbains intermédiaires
17307,Sablonceaux,Rural à habitat dispersé
17308,Saint-Agnant,Bourgs ruraux
17309,Saint-Aigulin,Bourgs ruraux
17310,Saint-André-de-Lidon,Rural à habitat dispersé
17311,Saint-Augustin,Petites villes
17312,Saint-Bonnet-sur-Gironde,Rural à habitat dispersé
17313,Saint-Bris-des-Bois,Rural à habitat dispersé
17314,Saint-Césaire,Rural à habitat dispersé
17315,Saint-Christophe,Bourgs ruraux
17316,Saint-Ciers-Champagne,Rural à habitat très dispersé
17317,Saint-Ciers-du-Taillon,Rural à habitat très dispersé
17318,Saint-Clément-des-Baleines,Rural à habitat dispersé
17319,Sainte-Colombe,Rural à habitat très dispersé
17320,Saint-Coutant-le-Grand,Rural à habitat dispersé
17321,Saint-Crépin,Rural à habitat dispersé
17322,Saint-Cyr-du-Doret,Rural à habitat dispersé
17323,Saint-Denis-d'Oléron,Rural à habitat dispersé
17324,Saint-Dizant-du-Bois,Rural à habitat très dispersé
17325,Saint-Dizant-du-Gua,Rural à habitat très dispersé
17326,Saint-Eugène,Rural à habitat très dispersé
17327,Saint-Félix,Rural à habitat dispersé
17328,Saint-Fort-sur-Gironde,Rural à habitat dispersé
17329,Saint-Froult,Rural à habitat dispersé
17330,Sainte-Gemme,Rural à habitat dispersé
17331,Saint-Genis-de-Saintonge,Bourgs ruraux
17332,Saint-Georges-Antignac,Rural à habitat dispersé
17333,Saint-Georges-de-Didonne,Ceintures urbaines
17335,Saint-Georges-des-Agoûts,Rural à habitat très dispersé
17336,Saint-Georges-des-Coteaux,Rural à habitat dispersé
17337,Saint-Georges-d'Oléron,Rural à habitat dispersé
17338,Saint-Georges-du-Bois,Bourgs ruraux
17339,Saint-Germain-de-Lusignan,Rural à habitat dispersé
17340,Saint-Pierre-La-Noue,Rural à habitat dispersé
17341,Saint-Germain-de-Vibrac,Rural à habitat très dispersé
17342,Saint-Germain-du-Seudre,Rural à habitat très dispersé
17343,Saint-Grégoire-d'Ardennes,Rural à habitat très dispersé
17344,Saint-Hilaire-de-Villefranche,Rural à habitat dispersé
17345,Saint-Hilaire-du-Bois,Rural à habitat dispersé
17346,Saint-Hippolyte,Bourgs ruraux
17347,Saint-Jean-d'Angély,Petites villes
17348,Saint-Jean-d'Angle,Rural à habitat dispersé
17349,Saint-Jean-de-Liversay,Bourgs ruraux
17350,Saint-Julien-de-l'Escap,Rural à habitat dispersé
17351,Saint-Just-Luzac,Bourgs ruraux
17353,Saint-Laurent-de-la-Prée,Bourgs ruraux
17354,Saint-Léger,Rural à habitat dispersé
17355,Sainte-Lheurine,Rural à habitat dispersé
17356,Saint-Loup,Rural à habitat dispersé
17357,Saint-Maigrin,Rural à habitat dispersé
17358,Saint-Mandé-sur-Brédoire,Rural à habitat très dispersé
17359,Saint-Mard,Rural à habitat dispersé
17360,Sainte-Marie-de-Ré,Bourgs ruraux
17361,Saint-Martial,Rural à habitat dispersé
17362,Saint-Martial-de-Mirambeau,Rural à habitat dispersé
17363,Saint-Martial-de-Vitaterne,Bourgs ruraux
17364,Saint-Martial-sur-Né,Rural à habitat dispersé
17365,Saint-Martin-d'Ary,Rural à habitat dispersé
17366,Saint-Martin-de-Coux,Rural à habitat très dispersé
17367,Saint-Martin-de-Juillers,Rural à habitat dispersé
17369,Saint-Martin-de-Ré,Petites villes
17372,Saint-Médard,Rural à habitat très dispersé
17373,Saint-Médard-d'Aunis,Rural à habitat dispersé
17374,Sainte-Même,Rural à habitat dispersé
17375,Saint-Nazaire-sur-Charente,Bourgs ruraux
17376,Saint-Ouen-d'Aunis,Bourgs ruraux
17377,Saint-Ouen-la-Thène,Rural à habitat très dispersé
17378,Saint-Palais-de-Négrignac,Rural à habitat très dispersé
17379,Saint-Palais-de-Phiolin,Rural à habitat très dispersé
17380,Saint-Palais-sur-Mer,Ceintures urbaines
17381,Saint-Pardoult,Rural à habitat dispersé
17382,Saint-Pierre-d'Amilly,Rural à habitat dispersé
17383,Saint-Pierre-de-Juillers,Rural à habitat dispersé
17384,Saint-Pierre-de-l'Isle,Rural à habitat très dispersé
17385,Saint-Pierre-d'Oléron,Bourgs ruraux
17386,Saint-Pierre-du-Palais,Rural à habitat très dispersé
17387,Saint-Porchaire,Rural à habitat dispersé
17388,Saint-Quantin-de-Rançanne,Rural à habitat dispersé
17389,Sainte-Radegonde,Rural à habitat dispersé
17390,Sainte-Ramée,Rural à habitat dispersé
17391,Saint-Rogatien,Ceintures urbaines
17393,Saint-Romain-de-Benet,Rural à habitat dispersé
17394,Saint-Saturnin-du-Bois,Rural à habitat dispersé
17395,Saint-Sauvant,Rural à habitat dispersé
17396,Saint-Sauveur-d'Aunis,Bourgs ruraux
17397,Saint-Savinien,Rural à habitat dispersé
17398,Saint-Seurin-de-Palenne,Rural à habitat dispersé
17400,Saint-Sever-de-Saintonge,Rural à habitat dispersé
17401,Saint-Séverin-sur-Boutonne,Rural à habitat dispersé
17402,Saint-Sigismond-de-Clermont,Rural à habitat dispersé
17403,Saint-Simon-de-Bordes,Rural à habitat dispersé
17404,Saint-Simon-de-Pellouaille,Rural à habitat dispersé
17405,Saint-Sorlin-de-Conac,Rural à habitat dispersé
17406,Saint-Sornin,Rural à habitat dispersé
17407,Sainte-Soulle,Bourgs ruraux
17408,Saint-Sulpice-d'Arnoult,Rural à habitat dispersé
17409,Saint-Sulpice-de-Royan,Ceintures urbaines
17410,Saint-Thomas-de-Conac,Rural à habitat très dispersé
17411,Saint-Trojan-les-Bains,Rural à habitat dispersé
17412,Saint-Vaize,Rural à habitat dispersé
17413,Saint-Vivien,Bourgs ruraux
17414,Saint-Xandre,Ceintures urbaines
17415,Saintes,Centres urbains intermédiaires
17416,Saleignes,Rural à habitat très dispersé
17417,Salignac-de-Mirambeau,Rural à habitat très dispersé
17418,Salignac-sur-Charente,Rural à habitat dispersé
17420,Salles-sur-Mer,Bourgs ruraux
17421,Saujon,Petites villes
17422,Seigné,Rural à habitat très dispersé
17423,Semillac,Rural à habitat dispersé
17424,Semoussac,Rural à habitat très dispersé
17425,Semussac,Bourgs ruraux
17426,Le Seure,Rural à habitat dispersé
17427,Siecq,Rural à habitat dispersé
17428,Sonnac,Rural à habitat dispersé
17429,Soubise,Bourgs ruraux
17430,Soubran,Rural à habitat très dispersé
17431,Soulignonne,Rural à habitat dispersé
17432,Souméras,Rural à habitat dispersé
17433,Sousmoulins,Rural à habitat très dispersé
17434,Surgères,Petites villes
17435,Taillant,Rural à habitat très dispersé
17436,Taillebourg,Rural à habitat dispersé
17437,Talmont-sur-Gironde,Rural à habitat dispersé
17438,Tanzac,Rural à habitat dispersé
17439,Taugon,Rural à habitat dispersé
17440,Ternant,Bourgs ruraux
17441,Tesson,Rural à habitat dispersé
17442,Thaims,Rural à habitat dispersé
17443,Thairé,Bourgs ruraux
17444,Thénac,Rural à habitat dispersé
17445,Thézac,Rural à habitat très dispersé
17446,Thors,Rural à habitat dispersé
17447,Le Thou,Bourgs ruraux
17448,Tonnay-Boutonne,Bourgs ruraux
17449,Tonnay-Charente,Ceintures urbaines
17450,Torxé,Rural à habitat très dispersé
17451,Les Touches-de-Périgny,Rural à habitat dispersé
17452,La Tremblade,Bourgs ruraux
17453,Trizay,Rural à habitat dispersé
17454,Tugéras-Saint-Maurice,Rural à habitat très dispersé
17455,La Vallée,Rural à habitat dispersé
17457,La Devise,Bourgs ruraux
17458,Vanzac,Rural à habitat très dispersé
17459,Varaize,Rural à habitat dispersé
17460,Varzay,Rural à habitat dispersé
17461,Vaux-sur-Mer,Ceintures urbaines
17462,Vénérand,Rural à habitat dispersé
17463,Vergeroux,Bourgs ruraux
17464,Vergné,Rural à habitat dispersé
17465,La Vergne,Rural à habitat dispersé
17466,Vérines,Bourgs ruraux
17467,Vervant,Rural à habitat dispersé
17468,Vibrac,Rural à habitat dispersé
17469,Villars-en-Pons,Rural à habitat dispersé
17470,Villars-les-Bois,Rural à habitat dispersé
17471,La Villedieu,Rural à habitat dispersé
17472,Villedoux,Bourgs ruraux
17473,Villemorin,Rural à habitat dispersé
17474,Villeneuve-la-Comtesse,Rural à habitat dispersé
17476,Villexavier,Rural à habitat très dispersé
17477,Villiers-Couture,Rural à habitat très dispersé
17478,Vinax,Rural à habitat très dispersé
17479,Virollet,Rural à habitat très dispersé
17480,Virson,Rural à habitat dispersé
17481,Voissay,Rural à habitat dispersé
17482,Vouhé,Rural à habitat dispersé
17483,Yves,Rural à habitat dispersé
17484,Port-des-Barques,Bourgs ruraux
17485,Le Grand-Village-Plage,Bourgs ruraux
17486,La Brée-les-Bains,Rural à habitat dispersé
18001,Achères,Rural à habitat dispersé
18002,Ainay-le-Vieil,Rural à habitat dispersé
18003,Les Aix-d'Angillon,Bourgs ruraux
18004,Allogny,Rural à habitat dispersé
18005,Allouis,Rural à habitat dispersé
18006,Annoix,Rural à habitat dispersé
18007,Apremont-sur-Allier,Rural à habitat très dispersé
18008,Arçay,Rural à habitat dispersé
18009,Arcomps,Rural à habitat très dispersé
18010,Ardenais,Rural à habitat très dispersé
18011,Argent-sur-Sauldre,Bourgs ruraux
18012,Argenvières,Rural à habitat dispersé
18013,Arpheuilles,Rural à habitat dispersé
18014,Assigny,Rural à habitat très dispersé
18015,Aubigny-sur-Nère,Bourgs ruraux
18016,Aubinges,Rural à habitat très dispersé
18017,Augy-sur-Aubois,Rural à habitat très dispersé
18018,Avord,Bourgs ruraux
18019,Azy,Rural à habitat très dispersé
18020,Bannay,Rural à habitat dispersé
18021,Bannegon,Rural à habitat dispersé
18022,Barlieu,Rural à habitat très dispersé
18023,Baugy,Bourgs ruraux
18024,Beddes,Rural à habitat très dispersé
18025,Beffes,Bourgs ruraux
18026,Belleville-sur-Loire,Bourgs ruraux
18027,Bengy-sur-Craon,Rural à habitat dispersé
18028,Berry-Bouy,Rural à habitat dispersé
18029,Bessais-le-Fromental,Rural à habitat dispersé
18030,Blancafort,Rural à habitat dispersé
18031,Blet,Rural à habitat dispersé
18032,Boulleret,Rural à habitat dispersé
18033,Bourges,Grands centres urbains
18034,Bouzais,Rural à habitat dispersé
18035,Brécy,Rural à habitat dispersé
18036,Brinay,Rural à habitat dispersé
18037,Brinon-sur-Sauldre,Rural à habitat dispersé
18038,Bruère-Allichamps,Rural à habitat dispersé
18039,Bué,Rural à habitat dispersé
18040,Bussy,Rural à habitat très dispersé
18041,La Celette,Rural à habitat très dispersé
18042,La Celle,Rural à habitat dispersé
18043,La Celle-Condé,Rural à habitat très dispersé
18044,Cerbois,Rural à habitat dispersé
18045,Chalivoy-Milon,Rural à habitat dispersé
18046,Chambon,Rural à habitat très dispersé
18047,La Chapelle-d'Angillon,Rural à habitat dispersé
18048,La Chapelle-Hugon,Rural à habitat dispersé
18049,La Chapelle-Montlinard,Rural à habitat dispersé
18050,La Chapelle-Saint-Ursin,Bourgs ruraux
18051,La Chapelotte,Rural à habitat dispersé
18052,Charenton-du-Cher,Rural à habitat dispersé
18053,Charentonnay,Rural à habitat très dispersé
18054,Charly,Rural à habitat très dispersé
18055,Chârost,Bourgs ruraux
18056,Chassy,Rural à habitat très dispersé
18057,Châteaumeillant,Rural à habitat dispersé
18058,Châteauneuf-sur-Cher,Bourgs ruraux
18059,Le Châtelet,Rural à habitat dispersé
18060,Chaumont,Rural à habitat très dispersé
18061,Chaumoux-Marcilly,Rural à habitat dispersé
18062,Le Chautay,Rural à habitat très dispersé
18063,Chavannes,Rural à habitat dispersé
18064,Chéry,Rural à habitat dispersé
18065,Chezal-Benoît,Rural à habitat dispersé
18066,Civray,Rural à habitat dispersé
18067,Clémont,Rural à habitat dispersé
18068,Cogny,Rural à habitat très dispersé
18069,Colombiers,Rural à habitat dispersé
18070,Concressault,Rural à habitat dispersé
18071,Contres,Rural à habitat très dispersé
18072,Cornusse,Rural à habitat dispersé
18073,Corquoy,Rural à habitat très dispersé
18074,Couargues,Rural à habitat dispersé
18075,Cours-les-Barres,Rural à habitat dispersé
18076,Coust,Rural à habitat dispersé
18077,Couy,Rural à habitat dispersé
18078,Crézançay-sur-Cher,Rural à habitat très dispersé
18079,Crézancy-en-Sancerre,Rural à habitat dispersé
18080,Croisy,Rural à habitat très dispersé
18081,Crosses,Rural à habitat dispersé
18082,Cuffy,Rural à habitat dispersé
18083,Culan,Rural à habitat dispersé
18084,Dampierre-en-Crot,Rural à habitat très dispersé
18085,Dampierre-en-Graçay,Rural à habitat dispersé
18086,Drevant,Rural à habitat dispersé
18087,Dun-sur-Auron,Bourgs ruraux
18088,Ennordres,Rural à habitat dispersé
18089,Épineuil-le-Fleuriel,Rural à habitat très dispersé
18090,Étréchy,Rural à habitat dispersé
18091,Farges-Allichamps,Rural à habitat dispersé
18092,Farges-en-Septaine,Rural à habitat dispersé
18093,Faverdines,Rural à habitat très dispersé
18094,Feux,Rural à habitat très dispersé
18095,Flavigny,Rural à habitat dispersé
18096,Foëcy,Rural à habitat dispersé
18097,Fussy,Bourgs ruraux
18098,Gardefort,Rural à habitat très dispersé
18099,Garigny,Rural à habitat dispersé
18100,Genouilly,Rural à habitat dispersé
18101,Germigny-l'Exempt,Rural à habitat dispersé
18102,Givardon,Rural à habitat très dispersé
18103,Graçay,Bourgs ruraux
18104,Groises,Rural à habitat dispersé
18105,Gron,Rural à habitat dispersé
18106,Grossouvre,Rural à habitat dispersé
18107,La Groutte,Rural à habitat dispersé
18108,La Guerche-sur-l'Aubois,Bourgs ruraux
18109,Henrichemont,Bourgs ruraux
18110,Herry,Rural à habitat dispersé
18111,Humbligny,Rural à habitat très dispersé
18112,Ids-Saint-Roch,Rural à habitat très dispersé
18113,Ignol,Rural à habitat dispersé
18114,Ineuil,Rural à habitat très dispersé
18115,Ivoy-le-Pré,Rural à habitat dispersé
18116,Jalognes,Rural à habitat très dispersé
18117,Jars,Rural à habitat très dispersé
18118,Jouet-sur-l'Aubois,Rural à habitat dispersé
18119,Jussy-Champagne,Rural à habitat dispersé
18120,Jussy-le-Chaudrier,Rural à habitat dispersé
18121,Lantan,Rural à habitat très dispersé
18122,Lapan,Rural à habitat dispersé
18124,Lazenay,Rural à habitat dispersé
18125,Léré,Rural à habitat dispersé
18126,Levet,Rural à habitat dispersé
18127,Lignières,Bourgs ruraux
18128,Limeux,Rural à habitat dispersé
18129,Lissay-Lochy,Rural à habitat dispersé
18130,Loye-sur-Arnon,Rural à habitat très dispersé
18132,Lugny-Champagne,Rural à habitat dispersé
18133,Lunery,Rural à habitat dispersé
18134,Lury-sur-Arnon,Rural à habitat dispersé
18135,Maisonnais,Rural à habitat très dispersé
18136,Marçais,Rural à habitat très dispersé
18137,Mareuil-sur-Arnon,Rural à habitat dispersé
18138,Marmagne,Bourgs ruraux
18139,Marseilles-lès-Aubigny,Rural à habitat dispersé
18140,Massay,Bourgs ruraux
18141,Mehun-sur-Yèvre,Petites villes
18142,Meillant,Rural à habitat dispersé
18143,Menetou-Couture,Rural à habitat dispersé
18144,Menetou-Râtel,Rural à habitat très dispersé
18145,Menetou-Salon,Bourgs ruraux
18146,Ménétréol-sous-Sancerre,Rural à habitat dispersé
18147,Ménétréol-sur-Sauldre,Rural à habitat dispersé
18148,Méreau,Rural à habitat dispersé
18149,Méry-ès-Bois,Rural à habitat dispersé
18150,Méry-sur-Cher,Rural à habitat dispersé
18151,Montigny,Rural à habitat très dispersé
18152,Montlouis,Rural à habitat très dispersé
18153,Morlac,Rural à habitat très dispersé
18154,Mornay-Berry,Rural à habitat dispersé
18155,Mornay-sur-Allier,Rural à habitat dispersé
18156,Morogues,Rural à habitat très dispersé
18157,Morthomiers,Bourgs ruraux
18158,Moulins-sur-Yèvre,Rural à habitat dispersé
18159,Nançay,Rural à habitat dispersé
18160,Nérondes,Bourgs ruraux
18161,Neuilly-en-Dun,Rural à habitat très dispersé
18162,Neuilly-en-Sancerre,Rural à habitat très dispersé
18163,Neuvy-Deux-Clochers,Rural à habitat très dispersé
18164,Neuvy-le-Barrois,Rural à habitat très dispersé
18165,Neuvy-sur-Barangeon,Rural à habitat dispersé
18166,Nohant-en-Goût,Rural à habitat dispersé
18167,Nohant-en-Graçay,Rural à habitat très dispersé
18168,Le Noyer,Rural à habitat très dispersé
18169,Nozières,Rural à habitat dispersé
18170,Oizon,Rural à habitat dispersé
18171,Orcenais,Rural à habitat dispersé
18172,Orval,Petites villes
18173,Osmery,Rural à habitat dispersé
18174,Osmoy,Rural à habitat dispersé
18175,Ourouer-les-Bourdelins,Rural à habitat dispersé
18176,Parassy,Rural à habitat dispersé
18177,Parnay,Rural à habitat très dispersé
18178,La Perche,Rural à habitat très dispersé
18179,Pigny,Rural à habitat dispersé
18180,Plaimpied-Givaudins,Bourgs ruraux
18181,Plou,Rural à habitat dispersé
18182,Poisieux,Rural à habitat dispersé
18183,Le Pondy,Rural à habitat dispersé
18184,Précy,Rural à habitat dispersé
18185,Presly,Rural à habitat très dispersé
18186,Preuilly,Rural à habitat dispersé
18187,Préveranges,Rural à habitat très dispersé
18188,Primelles,Rural à habitat dispersé
18189,Quantilly,Rural à habitat très dispersé
18190,Quincy,Rural à habitat dispersé
18191,Raymond,Rural à habitat dispersé
18192,Reigny,Rural à habitat très dispersé
18193,Rezay,Rural à habitat très dispersé
18194,Rians,Bourgs ruraux
18195,Sagonne,Rural à habitat très dispersé
18196,Saint-Aignan-des-Noyers,Rural à habitat très dispersé
18197,Saint-Amand-Montrond,Petites villes
18198,Saint-Ambroix,Rural à habitat dispersé
18199,Saint-Baudel,Rural à habitat dispersé
18200,Saint-Bouize,Rural à habitat dispersé
18201,Saint-Caprais,Rural à habitat dispersé
18202,Saint-Céols,Rural à habitat très dispersé
18203,Saint-Christophe-le-Chaudry,Rural à habitat très dispersé
18204,Saint-Denis-de-Palin,Rural à habitat dispersé
