insee_com,lib_com,niveau_centralite
21150,Chassagne-Montrachet,Communes non centre
21151,Chassey,Communes non centre
21152,Châteauneuf,Communes non centre
21153,Châtellenot,Communes non centre
21154,Châtillon-sur-Seine,Centre structurant d'équipements et de services
21155,Chaudenay-la-Ville,Communes non centre
21156,Chaudenay-le-Château,Communes non centre
21157,Chaugey,Communes non centre
21158,Chaume-et-Courchamp,Communes non centre
21159,La Chaume,Communes non centre
21160,Chaume-lès-Baigneux,Communes non centre
21161,Chaumont-le-Bois,Communes non centre
21162,Chaux,Communes non centre
21163,Chazeuil,Communes non centre
21164,Chazilly,Communes non centre
21165,Chemin-d'Aisey,Communes non centre
21166,Chenôve,Centre structurant d'équipements et de services
21167,Cheuge,Communes non centre
21168,Chevannay,Communes non centre
21169,Chevannes,Communes non centre
21170,Chevigny-en-Valière,Communes non centre
21171,Chevigny-Saint-Sauveur,Centre intermédiaire d'équipements et de services
21172,Chivres,Communes non centre
21173,Chorey-les-Beaune,Communes non centre
21175,Cirey-lès-Pontailler,Communes non centre
21176,Civry-en-Montagne,Communes non centre
21177,Clamerey,Communes non centre
21178,Valforêt,Communes non centre
21179,Clénay,Communes non centre
21180,Cléry,Communes non centre
21181,Clomot,Communes non centre
21182,Collonges-lès-Bévy,Communes non centre
21183,Collonges-et-Premières,Communes non centre
21184,Colombier,Communes non centre
21185,Combertault,Communes non centre
21186,Comblanchien,Communes non centre
21187,Commarin,Communes non centre
21189,Corberon,Communes non centre
21190,Corcelles-les-Arts,Communes non centre
21191,Corcelles-lès-Cîteaux,Communes non centre
21192,Corcelles-les-Monts,Communes non centre
21193,Corgengoux,Communes non centre
21194,Corgoloin,Centre local d'équipements et de services
21195,Cormot-Vauchignon,Communes non centre
21196,Corpeau,Communes non centre
21197,Corpoyer-la-Chapelle,Communes non centre
21198,Corrombles,Communes non centre
21199,Corsaint,Communes non centre
21200,Couchey,Centre local d'équipements et de services
21201,Coulmier-le-Sec,Communes non centre
21202,Courban,Communes non centre
21203,Courcelles-Frémoy,Communes non centre
21204,Courcelles-lès-Montbard,Communes non centre
21205,Courcelles-lès-Semur,Communes non centre
21207,Courlon,Communes non centre
21208,Courtivron,Communes non centre
21209,Couternon,Centre local d'équipements et de services
21210,Créancey,Communes non centre
21211,Crécey-sur-Tille,Communes non centre
21212,Crépand,Communes non centre
21214,Crugey,Communes non centre
21215,Cuiserey,Communes non centre
21216,Culètre,Communes non centre
21217,Curley,Communes non centre
21218,Curtil-Saint-Seine,Communes non centre
21219,Curtil-Vergy,Communes non centre
21220,Cussey-les-Forges,Communes non centre
21221,Cussy-la-Colonne,Communes non centre
21222,Cussy-le-Châtel,Communes non centre
21223,Daix,Centre local d'équipements et de services
21224,Dampierre-en-Montagne,Communes non centre
21225,Dampierre-et-Flée,Communes non centre
21226,Darcey,Communes non centre
21227,Darois,Communes non centre
21228,Détain-et-Bruant,Communes non centre
21229,Diancey,Communes non centre
21230,Diénay,Communes non centre
21231,Dijon,Centre majeur d'équipements et de services
21232,Dompierre-en-Morvan,Communes non centre
21233,Drambon,Communes non centre
21234,Drée,Communes non centre
21235,Duesme,Communes non centre
21236,Ébaty,Communes non centre
21237,Échalot,Communes non centre
21238,Échannay,Communes non centre
21239,Échenon,Communes non centre
21240,Échevannes,Communes non centre
21241,Échevronne,Communes non centre
21242,Échigey,Communes non centre
21243,Écutigny,Communes non centre
21244,Éguilly,Communes non centre
21245,Épagny,Communes non centre
21246,Épernay-sous-Gevrey,Communes non centre
21247,Époisses,Centre local d'équipements et de services
21248,Éringes,Communes non centre
21249,Esbarres,Communes non centre
21250,Essarois,Communes non centre
21251,Essey,Communes non centre
21252,Étais,Communes non centre
21253,Étalante,Communes non centre
21254,L'Étang-Vergy,Communes non centre
21255,Étaules,Communes non centre
21256,Étevaux,Communes non centre
21257,Étormay,Communes non centre
21258,Étrochey,Communes non centre
21259,Fain-lès-Montbard,Communes non centre
21260,Fain-lès-Moutiers,Communes non centre
21261,Fauverney,Communes non centre
21262,Faverolles-lès-Lucey,Communes non centre
21263,Fénay,Centre local d'équipements et de services
21264,Le Fête,Communes non centre
21265,Fixin,Communes non centre
21266,Flacey,Communes non centre
21267,Flagey-Echézeaux,Communes non centre
21268,Flagey-lès-Auxonne,Communes non centre
21269,Flammerans,Communes non centre
21270,Flavignerot,Communes non centre
21271,Flavigny-sur-Ozerain,Communes non centre
21272,Le Val-Larrey,Communes non centre
21273,Fleurey-sur-Ouche,Centre local d'équipements et de services
21274,Foissy,Communes non centre
21275,Foncegrive,Communes non centre
21276,Fontaines-en-Duesmois,Communes non centre
21277,Fontaine-Française,Centre local d'équipements et de services
21278,Fontaine-lès-Dijon,Centre intermédiaire d'équipements et de services
21279,Fontaines-les-Sèches,Communes non centre
21280,Fontangy,Communes non centre
21281,Fontenelle,Communes non centre
21282,Forléans,Communes non centre
21283,Fraignot-et-Vesvrotte,Communes non centre
21284,Francheville,Communes non centre
21285,Franxault,Communes non centre
21286,Frénois,Communes non centre
21287,Fresnes,Communes non centre
21288,Frôlois,Communes non centre
21289,Fussey,Communes non centre
21290,Gemeaux,Communes non centre
21291,Genay,Communes non centre
21292,Genlis,Centre intermédiaire d'équipements et de services
21293,Gergueil,Communes non centre
21294,Gerland,Communes non centre
21295,Gevrey-Chambertin,Centre intermédiaire d'équipements et de services
21296,Gevrolles,Communes non centre
21297,Gilly-lès-Cîteaux,Communes non centre
21298,Gissey-le-Vieil,Communes non centre
21299,Gissey-sous-Flavigny,Communes non centre
21300,Gissey-sur-Ouche,Communes non centre
21301,Glanon,Communes non centre
21302,Gomméville,Communes non centre
21303,Les Goulles,Communes non centre
21304,Grancey-le-Château-Neuvelle,Communes non centre
21305,Grancey-sur-Ource,Communes non centre
21306,Grenant-lès-Sombernon,Communes non centre
21307,Grésigny-Sainte-Reine,Communes non centre
21308,Grignon,Communes non centre
21309,Griselles,Communes non centre
21310,Grosbois-en-Montagne,Communes non centre
21311,Grosbois-lès-Tichey,Communes non centre
21312,Gurgy-la-Ville,Communes non centre
21313,Gurgy-le-Château,Communes non centre
21314,Hauteroche,Communes non centre
21315,Hauteville-lès-Dijon,Centre local d'équipements et de services
21316,Heuilley-sur-Saône,Communes non centre
21317,Is-sur-Tille,Centre intermédiaire d'équipements et de services
21319,Izeure,Communes non centre
21320,Izier,Communes non centre
21321,Jailly-les-Moulins,Communes non centre
21322,Jallanges,Communes non centre
21323,Jancigny,Communes non centre
21324,Jeux-lès-Bard,Communes non centre
21325,Jouey,Communes non centre
21326,Jours-lès-Baigneux,Communes non centre
21327,Val-Mont,Communes non centre
21328,Juillenay,Communes non centre
21329,Juilly,Communes non centre
21330,Labergement-Foigney,Communes non centre
21331,Labergement-lès-Auxonne,Communes non centre
21332,Labergement-lès-Seurre,Communes non centre
21333,Labruyère,Communes non centre
21334,Lacanche,Communes non centre
21335,Lacour-d'Arcenay,Communes non centre
21336,Laignes,Centre local d'équipements et de services
21337,Lamarche-sur-Saône,Centre local d'équipements et de services
21338,Lamargelle,Communes non centre
21339,Lantenay,Communes non centre
21340,Lanthes,Communes non centre
21341,Lantilly,Communes non centre
21342,Laperrière-sur-Saône,Communes non centre
21343,Larrey,Communes non centre
21344,Lechâtelet,Communes non centre
21345,Léry,Communes non centre
21346,Leuglay,Communes non centre
21347,Levernois,Communes non centre
21348,Licey-sur-Vingeanne,Communes non centre
21349,Liernais,Centre local d'équipements et de services
21350,Lignerolles,Communes non centre
21351,Longchamp,Communes non centre
21352,Longeault-Pluvault,Centre local d'équipements et de services
21353,Longecourt-en-Plaine,Centre local d'équipements et de services
21354,Longecourt-lès-Culêtre,Communes non centre
21355,Longvic,Centre intermédiaire d'équipements et de services
21356,Losne,Centre local d'équipements et de services
21357,Louesme,Communes non centre
21358,Lucenay-le-Duc,Communes non centre
21359,Lucey,Communes non centre
21360,Lusigny-sur-Ouche,Communes non centre
21361,Lux,Communes non centre
21362,Maconge,Communes non centre
21363,Magnien,Communes non centre
21364,Magny-Lambert,Communes non centre
21365,Magny-la-Ville,Communes non centre
21366,Magny-lès-Aubigny,Communes non centre
21367,Magny-Montarlot,Communes non centre
21368,Magny-lès-Villers,Communes non centre
21369,Magny-Saint-Médard,Communes non centre
21370,Magny-sur-Tille,Communes non centre
21371,Les Maillys,Communes non centre
21372,Maisey-le-Duc,Communes non centre
21373,Mâlain,Centre local d'équipements et de services
21374,Maligny,Communes non centre
21375,Manlay,Communes non centre
21376,Marandeuil,Communes non centre
21377,Marcellois,Communes non centre
21378,Marcenay,Communes non centre
21379,Marcheseuil,Communes non centre
21380,Marcigny-sous-Thil,Communes non centre
21381,Marcilly-et-Dracy,Communes non centre
21382,Marcilly-Ogny,Communes non centre
21383,Marcilly-sur-Tille,Centre local d'équipements et de services
21384,Marey-lès-Fussey,Communes non centre
21385,Marey-sur-Tille,Communes non centre
21386,Marigny-le-Cahouët,Communes non centre
21387,Marigny-lès-Reullée,Communes non centre
21388,Marliens,Communes non centre
21389,Marmagne,Communes non centre
21390,Marsannay-la-Côte,Centre intermédiaire d'équipements et de services
21391,Marsannay-le-Bois,Centre local d'équipements et de services
21392,Martrois,Communes non centre
21393,Massingy,Communes non centre
21394,Massingy-lès-Semur,Communes non centre
21395,Massingy-lès-Vitteaux,Communes non centre
21396,Mauvilly,Communes non centre
21397,Mavilly-Mandelot,Communes non centre
21398,Maxilly-sur-Saône,Communes non centre
21399,Meilly-sur-Rouvres,Communes non centre
21400,Le Meix,Communes non centre
21401,Meloisey,Communes non centre
21402,Menesble,Communes non centre
21403,Ménessaire,Communes non centre
21404,Ménétreux-le-Pitois,Communes non centre
21405,Merceuil,Communes non centre
21406,Mesmont,Communes non centre
21407,Messanges,Communes non centre
21408,Messigny-et-Vantoux,Centre local d'équipements et de services
21409,Meuilley,Communes non centre
21410,Meulson,Communes non centre
21411,Meursanges,Communes non centre
21412,Meursault,Centre local d'équipements et de services
21413,Millery,Communes non centre
21414,Mimeure,Communes non centre
21415,Minot,Communes non centre
21416,Mirebeau-sur-Bèze,Centre intermédiaire d'équipements et de services
21417,Missery,Communes non centre
21418,Moitron,Communes non centre
21419,Molesme,Communes non centre
21420,Molinot,Communes non centre
21421,Moloy,Communes non centre
21422,Molphey,Communes non centre
21423,Montagny-lès-Beaune,Communes non centre
21424,Montagny-lès-Seurre,Communes non centre
21425,Montbard,Centre structurant d'équipements et de services
21426,Montberthault,Communes non centre
21427,Montceau-et-Écharnant,Communes non centre
21428,Monthelie,Communes non centre
21429,Montigny-Montfort,Communes non centre
21430,Montigny-Saint-Barthélemy,Communes non centre
21431,Montigny-sur-Armançon,Communes non centre
21432,Montigny-sur-Aube,Centre local d'équipements et de services
21433,Montigny-Mornay-Villeneuve-sur-Vingeanne,Communes non centre
21434,Montlay-en-Auxois,Communes non centre
21435,Montliot-et-Courcelles,Communes non centre
21436,Montmain,Communes non centre
21437,Montmançon,Communes non centre
21438,Montmoyen,Communes non centre
21439,Montoillot,Communes non centre
21440,Montot,Communes non centre
21441,Mont-Saint-Jean,Communes non centre
21442,Morey-Saint-Denis,Communes non centre
21444,Mosson,Communes non centre
21445,La Motte-Ternant,Communes non centre
21446,Moutiers-Saint-Jean,Communes non centre
21447,Musigny,Communes non centre
21448,Mussy-la-Fosse,Communes non centre
21449,Nan-sous-Thil,Communes non centre
21450,Nantoux,Communes non centre
21451,Nesle-et-Massoult,Communes non centre
21452,Neuilly-Crimolois,Centre local d'équipements et de services
21454,Nicey,Communes non centre
21455,Nod-sur-Seine,Communes non centre
21456,Nogent-lès-Montbard,Communes non centre
21457,Noidan,Communes non centre
21458,Noiron-sous-Gevrey,Centre local d'équipements et de services
21459,Noiron-sur-Bèze,Communes non centre
21460,Noiron-sur-Seine,Communes non centre
21461,Nolay,Centre intermédiaire d'équipements et de services
21462,Norges-la-Ville,Communes non centre
21463,Normier,Communes non centre
21464,Nuits-Saint-Georges,Centre intermédiaire d'équipements et de services
21465,Obtrée,Communes non centre
21466,Oigny,Communes non centre
21467,Oisilly,Communes non centre
21468,Orain,Communes non centre
21469,Orgeux,Communes non centre
21470,Origny,Communes non centre
21471,Orret,Communes non centre
21472,Orville,Communes non centre
21473,Ouges,Centre local d'équipements et de services
21474,Pagny-la-Ville,Communes non centre
21475,Pagny-le-Château,Communes non centre
21476,Painblanc,Communes non centre
21477,Panges,Communes non centre
21478,Pasques,Communes non centre
21479,Pellerey,Communes non centre
21480,Pernand-Vergelesses,Communes non centre
21481,Perrigny-lès-Dijon,Centre local d'équipements et de services
21482,Perrigny-sur-l'Ognon,Communes non centre
21483,Pichanges,Communes non centre
21484,Planay,Communes non centre
21485,Plombières-lès-Dijon,Centre local d'équipements et de services
21487,Pluvet,Communes non centre
21488,Poinçon-lès-Larrey,Communes non centre
21489,Poiseul-la-Grange,Communes non centre
21490,Poiseul-la-Ville-et-Laperrière,Communes non centre
21491,Poiseul-lès-Saulx,Communes non centre
21492,Pommard,Communes non centre
